experience_years,age,education_level,working_hours,performance_score,projects_completed,salary
15,44,1,37,8,9,115446
13,38,2,52,8,15,113409
12,45,2,40,8,1,97300
5,37,3,45,3,5,63928
2,52,1,39,10,10,89024
13,44,3,54,8,3,96922
13,27,1,38,2,4,74104
14,33,4,42,8,4,123232
7,47,4,44,8,16,120311
14,25,3,37,3,4,102103
21,46,4,47,4,10,131961
12,51,3,51,9,8,116051
16,30,2,39,9,14,122462
20,46,1,42,10,2,113537
23,42,1,53,9,15,133841
2,32,2,52,10,8,85043
5,52,2,35,6,5,74063
4,47,2,38,1,8,62193
21,53,2,52,8,18,140970
16,40,4,48,9,5,125891
22,33,1,45,8,10,125912
24,34,1,43,1,1,104103
1,42,2,47,6,17,71478
14,38,3,51,9,6,109204
4,49,3,49,9,3,86275
19,36,3,36,7,6,113300
5,54,3,40,7,16,101982
5,23,4,41,4,3,77034
17,24,1,36,7,12,107170
17,25,1,47,10,19,132396
3,30,1,44,5,18,85197
16,49,3,50,10,3,121814
24,52,2,43,5,12,121430
13,51,3,42,1,0,76359
13,22,1,49,2,1,84191
12,32,3,41,9,6,106381
6,47,2,53,2,16,83415
11,25,2,38,10,6,113312
22,47,3,43,2,12,124123
14,43,1,53,9,16,125848
18,53,4,36,3,0,106590
10,24,1,41,2,1,75318
14,41,4,53,7,5,106943
11,44,1,40,9,11,107281
2,51,3,49,6,12,83047
16,44,4,41,7,19,133446
2,30,1,40,3,19,63926
18,22,3,35,3,8,106792
19,51,1,48,8,16,120783
3,45,2,35,7,17,95148
2,24,2,40,5,7,65009
15,31,1,52,6,7,96578
11,37,3,51,9,10,112234
7,22,1,36,3,7,69960
23,26,3,42,3,17,133278
16,29,4,36,6,17,132158
6,25,2,50,8,12,100491
10,40,4,38,5,0,93617
17,49,3,36,1,14,108887
0,41,1,39,3,5,59215
2,29,2,51,8,5,79269
3,48,3,36,4,12,72561
12,28,3,48,9,1,104775
5,51,2,54,6,18,86209
13,40,1,41,10,16,117048
4,47,2,49,4,0,64101
15,28,1,52,4,13,92190
14,41,1,47,10,15,119064
14,48,3,46,5,14,114562
3,43,1,36,7,8,64198
7,26,1,46,7,18,87050
15,23,2,40,10,7,109278
15,25,2,35,7,14,116044
3,29,1,35,5,9,77566
12,27,3,49,9,1,99423
12,24,2,50,2,17,100395
1,25,4,41,8,19,91310
2,31,3,48,10,1,71693
21,35,2,53,8,11,137935
7,54,2,53,3,9,72678
23,33,4,47,5,11,140661
14,27,1,46,8,6,96143
10,26,2,35,10,1,96550
8,50,4,46,9,0,101133
6,42,4,38,7,1,87686
12,45,2,49,4,16,104991
1,48,3,50,4,19,85635
7,40,2,49,3,7,70691
6,23,4,42,8,11,105863
23,25,2,53,6,1,117794
11,21,3,49,10,8,104500
18,35,1,52,6,16,110598
6,46,1,45,10,16,101857
9,23,2,43,10,9,97268
24,54,2,35,9,12,146853
15,25,4,43,3,4,102149
2,51,3,46,4,13,70277
9,33,4,36,3,13,105889
5,21,4,45,3,14,88600
17,42,1,48,1,4,92959
17,35,4,36,10,5,131547
4,46,4,49,6,8,90663
20,38,1,52,9,8,118915
6,29,1,48,5,3,67861
1,21,3,46,10,0,68641
10,29,3,44,2,14,84366
12,43,3,48,10,13,117980
22,22,2,49,4,0,103297
4,34,1,39,6,5,68107
5,38,2,36,7,7,76436
23,36,2,40,7,2,114756
13,49,3,46,4,16,101604
11,31,1,36,10,19,111288
3,26,2,38,10,4,77956
22,23,4,41,5,17,140393
5,34,4,50,4,6,73360
9,22,1,35,10,16,104552
17,52,2,35,6,14,121012
14,51,3,48,7,19,119893
7,31,2,45,2,15,89502
8,42,4,46,10,12,121377
4,23,4,45,3,6,68270
9,51,3,40,8,14,98947
19,53,1,46,7,4,99629
5,44,2,46,1,11,76507
15,21,4,44,4,9,115236
23,35,2,42,5,18,131125
2,47,3,54,3,9,61034
9,47,3,53,4,6,94540
10,32,1,41,10,14,102279
10,23,3,48,10,8,102430
16,50,1,38,10,5,110264
3,52,2,35,7,10,78254
3,43,4,42,8,5,84379
16,22,4,39,9,19,136973
8,27,1,42,2,14,85262
18,54,4,42,4,12,124538
4,52,1,41,1,5,58287
21,52,1,53,3,19,113918
23,34,2,38,8,14,133795
5,23,2,54,7,5,82885
2,52,3,40,8,15,86914
21,37,1,46,6,0,111971
0,23,2,52,5,5,68472
19,30,1,46,10,15,134084
21,38,1,52,9,0,121537
15,23,1,37,5,6,104193
22,30,2,44,9,9,140581
10,29,1,41,4,7,72827
12,31,1,37,5,4,76884
9,53,3,53,1,17,89830
2,46,1,47,6,3,54599
8,47,3,38,3,19,89266
11,42,1,44,10,15,117764
22,46,3,40,2,9,117347
13,42,2,35,6,15,112312
0,25,2,40,1,7,47995
17,22,4,42,9,18,136136
16,29,1,49,5,0,88631
8,38,4,42,7,8,109030
8,32,4,40,10,5,98194
22,23,3,53,9,12,147365
9,38,2,48,9,12,100413
18,27,1,36,7,17,112293
14,53,1,41,4,13,95000
4,26,3,42,4,1,75243
14,38,4,44,7,15,114123
19,42,3,47,8,16,142331
22,29,4,54,7,15,135405
24,43,1,35,10,13,137703
1,32,3,43,4,12,81413
12,44,4,44,4,15,111121
23,29,3,54,8,0,119027
15,33,2,36,9,16,130037
14,37,3,54,7,0,107852
24,27,1,45,3,9,111309
9,37,3,39,10,4,99201
13,44,1,52,1,6,78718
9,22,1,41,5,3,71121
24,48,3,37,6,0,131302
13,39,3,50,9,0,103030
22,53,3,49,5,9,119497
8,41,2,42,1,2,69829
24,30,2,54,4,4,110633
13,29,4,39,2,12,97350
2,26,3,37,4,8,71844
19,38,4,39,7,7,133529
15,39,4,43,9,10,131597
1,25,1,50,3,13,59136
9,45,4,48,3,7,88535
2,31,3,52,4,9,71278
10,30,2,41,7,2,90200
10,37,4,49,6,3,102829
20,46,4,42,5,11,125039
20,51,2,37,4,8,110640
21,52,4,45,8,10,128834
12,41,3,54,4,10,106270
6,38,4,52,3,15,99258
22,38,1,49,7,12,117966
16,21,4,44,2,13,113478
1,34,1,37,4,6,48030
11,28,2,49,8,11,105092
24,22,2,40,4,18,125373
9,35,4,45,10,7,104653
17,54,4,45,7,3,111606
21,21,2,53,2,16,109144
10,41,1,37,5,1,80846
15,21,2,47,4,12,100530
16,52,2,42,9,6,104767
18,40,1,45,7,17,116164
17,50,2,45,9,9,116107
2,27,4,47,10,3,78645
20,42,4,37,7,7,130444
15,30,2,40,2,12,107090
5,28,4,44,2,13,83830
24,47,3,53,2,16,139367
11,30,2,46,5,11,102844
10,34,3,48,1,3,80126
14,31,2,45,7,8,101820
14,26,2,44,2,14,93928
15,41,3,37,4,14,119196
9,53,2,47,9,17,105250
11,39,4,52,8,5,111885
12,44,3,47,10,1,96860
3,38,2,48,2,8,59350
6,39,4,48,4,4,88881
21,44,3,41,4,11,120666
1,54,3,46,2,4,63133
14,42,4,38,2,11,103422
7,24,2,50,5,14,96508
6,30,2,53,4,1,59178
14,22,3,44,8,10,111461
22,28,1,50,4,18,126199
13,53,2,39,8,16,117688
7,48,2,50,5,17,84624
11,30,4,35,1,9,87520
12,21,1,39,9,4,100053
10,54,1,47,8,16,95531
16,23,3,47,1,0,94031
16,29,4,37,3,12,118217
23,25,4,51,3,1,111529
3,30,2,53,5,16,78451
20,32,3,39,7,14,124915
7,38,2,39,1,7,61025
4,41,1,49,1,1,42417
15,41,4,44,10,7,124166
3,21,3,46,6,4,74005
21,23,2,45,5,16,124536
14,25,2,35,3,3,90998
11,45,1,37,3,11,88588
4,28,4,38,4,17,95753
22,37,1,53,10,5,120229
15,29,2,54,2,4,93228
13,52,4,37,9,18,140574
9,26,4,52,4,4,93487
6,41,1,37,10,9,91731
12,27,4,41,3,18,111668
19,27,1,35,10,3,124515
4,47,4,53,7,12,96783
2,28,4,52,9,12,102657
14,29,3,36,2,16,98606
3,48,4,46,6,17,98257
14,35,2,51,5,18,110225
13,22,3,37,1,16,105462
19,27,1,46,7,2,97529
18,38,2,46,1,12,104325
12,42,1,40,10,12,115146
9,30,1,44,9,2,80607
20,53,2,40,4,1,101458
4,27,1,48,8,14,84659
22,23,3,36,1,2,107560
19,34,2,45,5,15,127033
19,33,1,49,3,9,109816
24,36,1,42,4,19,133540
5,36,4,47,4,1,70410
3,25,4,53,8,14,102229
1,45,1,44,10,7,80030
21,46,2,43,10,12,127439
15,33,3,52,3,0,83321
17,46,1,41,1,1,87547
4,21,1,37,5,8,74967
21,28,1,46,2,19,114966
3,24,4,49,6,19,106985
12,41,2,47,4,18,112524
18,42,1,40,9,11,121104
22,23,4,42,7,11,131818
1,39,1,48,2,9,51672
12,21,1,37,7,18,116833
10,49,2,50,10,19,119230
21,43,4,52,8,9,142986
3,53,3,51,3,18,88319
21,43,2,52,3,8,108993
19,25,3,44,2,4,108441
19,27,4,51,1,2,98498
14,26,4,50,3,18,125472
3,42,3,36,10,3,87095
8,33,4,54,7,13,109165
6,32,2,38,9,5,97866
18,24,1,45,9,12,124902
18,28,3,41,6,6,116106
5,51,1,51,6,11,82032
5,46,3,53,5,19,102242
19,28,1,40,2,13,99869
14,53,1,44,7,12,97731
14,49,2,38,1,10,93031
24,25,1,35,6,5,115824
19,48,3,41,4,6,119808
8,37,1,50,3,9,82770
3,43,4,51,1,14,72136
17,29,1,39,6,8,105197
17,22,1,44,7,2,106701
4,52,4,41,1,4,60592
19,51,4,47,1,9,101716
22,27,3,41,7,14,139605
10,50,4,49,6,2,98853
4,23,4,51,7,17,108587
21,29,3,37,8,2,133234
3,30,3,39,8,6,86103
11,46,1,44,9,13,106470
1,21,2,39,9,15,79069
12,50,3,41,7,18,119041
9,35,4,41,9,3,101589
8,45,1,48,6,2,68632
9,26,4,49,9,2,100873
6,38,3,39,2,8,68632
3,21,2,39,2,3,51607
18,23,1,38,6,18,125961
9,37,3,54,3,10,87114
2,28,3,43,2,14,72109
24,37,4,46,8,3,132238
20,45,2,50,7,7,117029
18,32,3,42,8,1,116277
20,49,4,43,6,17,130665
1,45,1,46,9,2,60548
19,45,4,54,9,2,117320
9,49,1,41,2,18,82573
1,31,4,38,10,11,101309
1,24,2,37,5,13,69672
23,34,4,35,9,12,139214
16,37,2,41,3,15,103233
15,22,2,43,5,16,120570
15,28,1,36,8,17,123111
13,30,4,41,2,12,110884
6,27,4,44,6,12,90017
20,36,4,36,4,7,126883
10,34,2,47,6,6,89203
23,36,3,37,3,7,121624
0,45,4,47,6,16,86813
10,24,4,44,7,0,90043
22,49,3,46,10,2,142236
20,26,1,37,3,3,99054
3,21,4,54,5,18,85113
6,21,3,40,8,1,79589
14,23,4,37,2,10,93245
17,21,2,36,7,10,117759
11,21,3,48,1,18,90620
16,41,2,49,7,1,95439
0,50,3,52,1,4,52631
10,52,1,53,4,18,103460
0,53,2,44,4,8,62440
14,42,4,54,5,6,100795
20,50,3,51,2,11,119136
9,24,4,51,6,18,109933
6,43,1,53,6,17,88675
1,45,3,38,8,17,99323
9,32,1,45,10,8,93449
23,37,3,51,1,1,110505
3,35,2,44,4,1,61613
11,30,4,51,2,14,99478
18,49,2,46,8,15,127662
10,32,2,44,4,13,99943
7,21,2,44,8,18,95352
17,21,2,40,2,14,99552
10,30,3,51,4,2,74698
10,38,4,53,9,5,114402
12,22,3,36,5,5,95714
2,28,3,38,6,19,96449
11,42,3,52,10,8,119108
2,42,2,38,9,10,92800
9,46,1,40,9,3,95636
16,46,2,48,7,13,107898
21,29,3,41,2,12,124659
1,41,2,46,7,14,71682
16,51,4,36,9,16,143435
15,26,4,52,2,7,97500
1,34,2,47,7,10,74999
21,53,2,47,7,10,126870
19,27,1,39,3,15,113624
5,44,2,41,6,2,71574
24,29,2,46,8,14,146391
9,31,1,48,10,12,97063
9,43,2,35,8,6,92810
7,22,2,44,3,4,80212
0,35,2,43,6,11,79949
12,48,2,44,2,2,78782
23,24,2,41,2,11,114795
8,30,3,50,8,4,99886
21,26,2,46,10,18,147623
9,50,1,46,5,18,90018
14,30,2,53,5,0,94138
4,52,3,47,4,19,81534
21,23,1,52,10,11,122236
15,46,1,37,4,5,90241
12,35,2,41,8,17,105645
21,37,4,35,3,15,122033
24,47,3,37,3,10,134198
19,38,4,48,8,9,125826
17,39,2,38,3,2,93223
10,32,3,53,2,17,99057
8,44,4,40,5,11,103165
15,25,3,54,3,13,112968
1,44,2,43,6,3,72257
24,47,3,45,7,9,139441
1,50,2,49,3,6,59896
11,35,4,43,9,15,130464
7,54,3,45,10,8,101953
8,47,1,44,1,2,60262
11,40,2,36,7,1,95372
8,52,3,48,4,5,81178
9,24,1,38,7,9,80387
24,25,1,36,9,3,130193
1,28,1,39,9,3,61589
15,42,1,48,1,9,88869
19,27,2,49,10,9,126311
6,42,3,53,4,12,79000
1,50,1,40,7,5,56989
0,36,3,49,10,6,78709
18,35,3,48,6,4,117490
3,25,4,42,9,14,102873
23,23,3,54,7,7,139099
21,43,2,46,3,9,115585
1,30,2,38,7,11,74730
24,25,1,40,10,16,141457
13,43,3,45,5,15,112347
1,35,2,41,2,0,39978
14,38,2,38,10,3,103084
11,45,2,49,3,7,76231
4,28,1,35,6,5,60280
19,51,2,43,6,9,108721
6,41,3,54,7,17,103215
23,22,2,42,6,12,122139
20,42,2,46,9,4,129589
9,28,1,41,5,11,85779
13,43,3,52,5,17,110984
13,52,2,35,8,7,103642
4,28,3,43,8,13,90727
17,24,3,41,1,14,101374
23,50,2,48,3,4,112858
13,39,1,35,6,4,85953
1,43,3,47,6,16,80633
11,38,4,54,1,12,98663
21,49,2,49,2,16,111595
23,43,3,39,10,10,138940
5,53,3,39,7,0,70963
3,38,3,48,1,12,78428
12,53,2,48,10,17,119212
3,27,4,48,5,5,75383
21,48,3,39,1,12,106677
13,21,3,45,6,19,112180
15,54,1,53,7,10,109170
3,39,2,39,8,18,96266
23,51,2,38,3,19,136816
24,33,3,49,3,8,128458
0,44,1,41,1,12,59738
12,25,3,39,3,14,105230
3,43,3,49,5,10,86015
19,39,2,48,6,15,114104
17,21,1,37,3,16,100361
5,53,3,39,4,4,82084
2,53,2,46,5,13,77058
22,52,3,54,5,14,134345
12,48,3,48,9,8,112685
15,32,1,39,8,13,108547
4,29,1,38,1,9,51348
3,31,1,50,2,12,67815
20,53,3,41,5,16,131275
7,39,4,37,3,0,68385
18,54,1,38,7,13,106938
13,27,4,54,6,11,109503
6,51,4,40,2,6,74758
13,22,4,37,8,2,99810
5,39,2,35,5,0,71902
11,52,3,37,6,12,107910
15,30,1,42,8,1,93200
16,28,3,50,6,8,107214
12,46,3,41,10,17,116296
22,50,2,52,3,3,106024
13,31,2,43,7,15,104258
6,40,2,37,4,5,72016
13,40,3,52,6,19,120148
14,29,4,50,6,2,96097
11,28,3,35,5,10,105654
16,35,2,54,1,4,95245
8,54,3,50,8,0,79247
21,44,2,46,10,7,131098
14,53,2,40,2,18,94519
11,47,1,43,4,3,69711
1,41,4,47,3,8,65292
4,25,2,46,6,2,64063
12,41,1,47,1,4,74319
19,24,4,52,9,15,133877
22,36,2,53,5,7,122713
7,51,4,53,5,5,81363
13,46,4,53,4,2,96642
14,26,3,40,4,15,114178
10,53,1,50,1,7,73031
0,41,4,41,9,12,83712
20,36,3,41,9,4,125296
2,54,4,53,4,5,67879
16,35,3,50,10,2,125095
18,26,2,51,10,7,124432
13,22,2,53,4,3,90225
21,44,3,50,7,16,135542
22,48,2,50,4,7,113727
7,21,2,53,1,18,78731
12,21,2,49,9,13,122296
19,48,4,37,2,8,122335
2,40,3,49,5,11,87616
4,28,1,50,4,12,80190
8,21,1,54,8,7,80465
5,46,3,39,6,2,82890
24,45,4,53,7,14,149159
21,30,2,44,2,19,119186
1,32,2,47,4,18,79759
12,27,4,49,4,3,93922
4,32,1,46,2,1,42826
24,37,3,51,10,4,146471
7,25,3,49,4,1,71586
22,34,4,38,9,6,148291
0,54,2,49,8,10,68103
19,37,2,51,1,11,96081
11,21,2,45,8,3,86734
22,35,3,49,9,2,133583
10,39,1,54,8,7,97545
6,25,3,41,10,17,115576
14,39,4,47,1,4,94247
21,25,3,47,8,15,142596
23,32,4,54,5,11,137991
10,39,3,54,9,8,114595
21,32,1,36,9,7,123574
15,32,4,44,6,4,113369
2,38,2,52,3,19,72313
19,54,2,54,7,18,128132
13,53,3,39,3,14,94701
2,38,3,54,7,19,101737
0,49,1,53,8,10,67744
20,25,1,36,5,19,124219
14,45,2,38,5,12,97970
0,44,3,50,4,12,74720
16,49,4,50,3,16,117051
1,53,1,51,8,15,86848
19,30,4,49,6,16,142071
5,53,4,47,6,18,100904
7,43,1,35,2,13,80395
15,31,3,39,4,6,99066
18,44,4,54,5,8,128114
0,44,3,35,10,1,73421
2,27,4,46,5,18,95765
2,41,3,49,3,5,70953
4,40,3,38,10,0,86406
11,30,3,53,5,6,94168
11,45,3,50,5,15,100466
19,35,1,52,2,1,99590
12,26,4,51,5,3,102364
19,22,3,45,3,19,122019
8,32,2,54,3,13,83020
6,24,4,47,5,10,99402
3,43,4,43,9,8,93512
18,33,3,51,2,4,93679
21,37,4,51,9,2,136114
18,51,2,39,3,19,113457
5,36,2,42,7,1,68057
12,46,2,37,1,9,88594
10,48,4,40,1,9,95028
12,21,4,37,8,6,106934
12,32,3,42,9,14,120096
24,40,4,46,3,4,126864
21,22,4,38,6,7,120446
19,35,3,36,3,17,125591
14,42,2,44,6,19,107411
20,52,3,49,7,5,115977
12,40,1,47,5,10,87107
21,53,4,49,3,7,114512
10,35,4,53,8,3,103119
18,23,1,52,5,6,106525
7,49,1,47,1,1,47255
19,47,1,54,9,14,130526
7,25,3,54,3,8,80293
9,51,2,35,2,18,96601
15,42,3,50,3,18,122011
18,27,1,42,7,4,99651
22,26,3,40,10,18,145361
10,46,4,37,8,2,102492
12,21,3,54,2,11,90571
8,39,1,50,7,6,86792
19,27,4,36,5,4,113003
23,32,2,36,9,11,136940
18,40,3,49,7,3,107600
15,43,3,44,1,19,105722
6,45,1,35,1,18,70115
18,50,2,54,6,12,126009
11,49,4,49,9,14,121679
14,51,1,35,1,9,83097
22,38,1,50,3,0,101719
13,39,3,52,5,2,104277
10,24,2,39,4,17,92262
9,21,1,39,1,15,78792
10,35,3,44,10,11,123024
5,28,4,46,4,15,95454
1,35,1,44,4,10,63342
10,35,4,36,10,10,108996
18,42,4,35,4,13,113674
5,38,3,50,3,16,90078
13,36,2,52,7,18,115995
19,22,4,41,1,10,103366
5,40,1,38,2,3,50882
16,36,2,44,1,9,94124
9,23,2,44,4,18,100116
0,50,3,45,5,3,63869
2,22,1,37,10,10,81362
7,46,1,48,5,6,68883
7,25,3,47,2,19,88769
19,22,3,53,3,8,114215
21,40,2,44,4,1,112674
14,54,4,49,10,0,121098
23,54,4,42,6,7,131091
6,40,4,51,6,18,96824
10,45,4,40,2,15,94333
6,40,1,41,2,13,76623
3,45,1,48,9,3,69233
24,34,3,42,2,18,134060
11,32,3,46,2,5,79404
5,25,4,52,3,14,83198
13,22,3,48,9,12,127779
11,36,1,35,6,18,94583
10,50,4,38,6,3,106585
18,44,4,51,10,1,128252
20,50,1,52,5,2,95727
4,31,2,53,7,13,86648
13,34,4,38,4,3,90100
20,43,3,40,10,15,137572
23,36,2,42,10,10,136396
15,41,1,49,3,12,91133
24,24,2,54,7,0,123644
12,53,2,35,10,12,106764
24,34,4,39,1,14,125628
21,39,2,50,6,6,108910
21,25,3,40,2,4,113925
24,51,4,44,2,5,118846
19,38,1,44,8,8,117305
21,51,3,39,3,5,120682
3,50,4,42,9,5,81046
10,41,2,35,4,1,81346
16,50,3,39,6,5,107233
6,24,4,35,1,9,70548
13,25,4,41,10,4,120699
10,30,1,49,10,19,114218
21,47,4,48,3,11,121613
8,36,1,43,4,5,64560
22,50,2,42,5,5,109777
12,33,4,42,1,7,100350
22,41,4,37,4,16,134056
17,35,2,54,5,17,120383
10,40,4,38,4,10,96019
14,40,4,51,10,0,123151
24,25,3,40,10,6,133520
24,52,1,36,7,7,124347
21,26,4,43,8,2,134097
18,50,4,48,8,18,142655
0,46,1,35,3,15,65135
3,33,3,51,5,7,78668
13,49,1,45,10,5,98192
13,25,4,40,8,1,101510
2,45,2,35,7,11,70026
16,33,2,53,9,5,111481
2,44,3,50,10,13,93276
15,51,3,52,7,6,109545
13,40,4,45,2,8,91230
19,28,3,43,4,6,102780
12,29,4,40,8,14,113908
14,41,2,36,9,11,113858
13,40,3,42,7,16,121736
23,35,4,50,5,14,132834
24,46,1,42,1,14,120496
18,31,3,42,9,13,124627
5,31,4,48,6,10,94107
9,47,4,35,2,10,90659
14,50,1,41,10,19,115460
20,39,2,36,10,12,139051
21,54,1,49,2,12,113635
19,43,4,52,10,7,140199
5,21,1,38,1,6,66336
22,23,1,52,4,19,133210
24,23,4,39,10,12,162038
9,48,2,50,2,10,77267
6,34,1,47,10,18,103927
21,50,1,43,9,5,126051
16,25,3,39,2,7,89755
17,35,3,42,9,18,128839
16,34,4,52,1,4,97607
8,34,4,37,7,9,111332
9,28,4,40,6,0,94890
9,28,3,45,6,11,92630
24,39,4,48,2,6,117966
6,52,1,53,1,7,56658
15,51,1,41,10,17,125417
17,49,2,44,8,6,116054
5,31,4,49,8,13,98357
19,33,1,40,2,19,107403
0,47,1,54,4,17,67274
0,39,2,40,4,3,52788
11,46,1,50,2,9,79011
20,29,2,43,9,10,123310
1,48,2,53,4,10,59037
3,52,3,52,4,19,85831
16,23,1,39,4,18,106903
3,52,3,50,5,0,61681
10,25,1,41,10,1,81683
21,28,3,53,8,8,133861
3,34,2,39,4,16,84135
0,23,2,54,3,4,63286
6,44,2,45,1,1,56727
17,33,2,52,2,3,95735
8,49,1,41,4,6,80751
2,28,4,52,9,16,98650
7,51,1,37,1,2,51191
23,46,3,39,6,8,133683
18,38,1,47,6,0,89735
3,38,1,50,10,19,97954
17,27,3,46,3,15,111780
19,36,2,41,10,2,119640
10,53,3,47,9,18,114693
13,23,3,35,10,15,132730
24,24,4,49,3,0,125059
17,24,4,46,1,11,109844
15,29,2,51,2,19,111584
2,37,3,54,4,5,58887
14,37,3,39,4,2,93903
3,53,3,51,2,6,58826
4,40,1,49,10,2,78906
16,34,4,54,6,12,116664
6,42,4,53,6,15,92817
15,47,2,35,3,13,95280
13,23,4,38,1,8,104427
15,44,4,37,10,7,122079
6,50,2,42,9,14,92736
8,28,3,43,4,18,102251
3,42,1,46,9,12,89390
21,45,2,39,5,13,119302
10,30,4,43,7,10,107954
1,49,2,35,3,17,81141
11,21,4,45,3,2,82796
11,41,3,41,8,3,100897
3,44,3,54,1,2,53387
17,29,3,48,8,12,124435
20,46,4,37,8,15,138065
6,29,2,45,3,12,69637
0,40,4,51,1,9,73413
22,29,3,52,9,17,152809
12,42,3,53,4,7,87577
5,21,3,52,7,6,95007
5,25,4,40,9,16,112347
11,29,1,49,3,5,85212
7,39,3,41,5,14,93728
23,28,2,39,10,8,128533
21,52,3,39,3,9,117493
18,33,4,41,5,7,110256
4,40,2,46,2,6,71116
17,50,4,42,4,4,106161
4,30,1,52,2,17,74429
24,51,1,52,3,15,122062
9,45,4,51,5,14,99263
0,49,3,45,9,9,90679
9,44,2,49,3,0,72567
4,41,3,54,10,5,99312
11,29,4,40,6,14,113728
21,22,4,46,4,1,123951
6,24,3,41,4,11,91034
8,28,2,42,10,0,88134
21,52,2,38,10,14,141487
20,34,2,37,5,12,124427
11,33,2,37,7,0,91759
22,41,2,44,4,0,109905
0,44,1,49,8,3,66571
10,38,1,47,9,13,97680
20,46,4,53,9,16,153052
14,52,1,42,9,12,110028
1,53,2,52,2,11,59865
19,51,2,39,3,5,94185
6,38,2,41,5,18,98268
20,32,4,39,1,19,120732
11,45,4,53,4,15,116368
21,51,3,51,5,15,121662
17,30,1,53,9,11,122701
2,54,1,38,8,19,86429
6,23,3,41,1,19,77371
10,28,3,40,3,12,96464
17,52,1,48,3,0,91365
11,49,2,53,6,17,110372
5,42,1,54,4,1,51089
4,40,2,45,4,1,63637
0,26,4,41,1,0,43556
11,49,1,37,10,9,99849
10,37,1,54,4,0,64000
3,51,4,51,1,13,84988
17,54,4,45,5,7,109425
3,24,4,49,3,0,65802
16,22,4,41,10,13,131742
1,32,4,49,5,9,73628
23,26,3,51,3,18,135611
21,28,3,45,5,7,112176
1,41,4,46,4,1,63027
11,35,4,47,9,3,117750
5,27,4,45,6,11,93292
9,35,4,45,10,8,108387
24,26,2,43,2,0,100225
22,37,2,45,1,7,114819
24,24,4,38,1,16,135962
20,42,4,36,1,15,116810
22,52,1,38,9,14,139592
15,42,4,48,5,8,111748
13,47,4,39,4,7,110636
6,35,3,51,10,19,111923
18,42,2,46,5,13,115676
22,48,4,40,9,11,138147
16,29,2,46,3,14,100764
8,54,2,49,3,3,68745
12,29,1,53,2,3,77094
21,35,2,44,8,1,116303
4,40,2,36,7,3,79536
22,28,4,46,2,19,140304
4,48,3,46,4,17,95264
9,39,4,41,7,14,114153
20,36,4,35,1,7,109600
9,31,3,52,1,9,79108
6,28,3,37,8,1,92083
14,53,1,54,6,8,93629
6,30,3,39,2,15,84889
14,38,4,54,10,11,122440
2,23,3,49,10,4,79296
18,47,3,44,1,6,93174
9,48,3,53,3,14,84054
14,26,2,35,4,12,101739
2,34,1,41,5,7,68484
5,27,2,52,10,18,107173
11,30,2,36,3,18,94190
14,35,1,53,5,4,98498
5,51,2,44,7,17,91780
12,49,3,49,9,16,123993
18,37,1,44,5,6,104448
2,49,2,44,4,13,81281
7,35,4,46,10,14,108834
7,46,2,42,9,16,97379
22,32,4,48,8,2,138170
19,45,3,36,5,12,129769
14,25,4,51,9,10,132927
3,24,2,40,9,2,73015
18,51,2,42,1,5,92328
20,23,2,35,6,5,116460
2,23,1,37,5,5,53049
12,46,1,49,6,5,84238
7,37,2,51,10,5,84356
22,30,2,41,3,13,127127
15,22,3,48,3,10,96337
12,44,1,37,10,15,109985
2,31,1,52,5,18,68866
15,44,1,39,7,6,99461
8,43,4,54,4,5,94581
13,52,2,49,6,10,95945
12,43,3,40,5,3,94297
20,54,3,37,2,0,101948
24,39,2,52,1,8,116140
6,22,2,54,6,12,86303
14,22,3,37,5,7,102518
6,35,4,42,9,1,99530
5,41,3,53,7,15,100414
1,25,4,52,1,18,72603
8,47,4,49,10,7,100752
21,44,1,48,6,11,127859
23,27,2,50,7,10,129683
16,26,1,37,3,8,87026
4,53,4,49,9,9,96116
11,37,3,53,2,0,81218
0,50,1,42,1,18,66844
9,28,3,36,10,16,115599
10,27,4,51,10,3,99914
15,26,3,46,9,11,117254
13,24,1,53,7,19,102357
7,21,4,45,10,7,102786
23,35,2,52,1,15,116621
16,51,1,47,4,0,93205
24,45,1,48,10,8,140129
17,53,2,46,3,10,102861
11,25,4,49,7,11,109585
24,25,2,42,5,8,116173
16,37,1,36,9,5,106511
13,34,4,42,3,8,99662
15,49,3,39,6,5,103677
13,28,1,36,10,5,111692
8,54,3,44,2,19,94455
3,21,2,44,3,2,56000
24,49,4,38,4,2,116016
22,49,2,38,6,15,125678
10,25,3,42,1,1,69178
5,52,1,40,6,3,63000
14,44,4,49,4,8,97470
4,39,2,52,8,6,87883
10,32,3,42,9,2,91669
24,21,3,54,8,12,142525
17,27,1,41,8,13,111428
12,37,3,54,2,8,99209
10,54,4,51,10,0,111457
13,27,3,53,2,11,94155
17,37,1,36,6,0,103253
24,23,2,46,5,8,132439
18,49,4,53,6,6,121208
23,42,2,39,9,2,135549
14,49,2,46,10,3,106309
8,25,3,51,7,6,102432
7,50,3,39,5,14,101397
19,43,1,36,10,0,109965
0,41,3,38,7,5,67436
3,46,3,40,8,4,79227
13,41,2,43,1,10,78315
24,40,4,44,10,16,167359
1,43,3,45,7,2,71319
15,24,4,36,4,11,112070
2,41,3,43,5,19,83076
7,41,3,54,2,9,88598
5,21,1,51,10,6,82490
15,35,3,43,5,14,118609
